,Unnamed: 0,id,trial_date,trial_hour,day_of_week,trial_country,subscription_date,sub_hour_start,sub_label,trial_dateTime,sub_dateTime,subLag,country_count,us,uk,can,aus,mon,tueSun,wedSat,thr,fri
58426,58426,51a0ccade4b0dffc523be012,2013-05-25 00:00:00,10,Saturday,United States,2013-05-25 00:00:00,12.0,1,2013-05-25 10:00:00,2013-05-25 12:00:00,0 days 02:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
60197,60197,51a22a57e4b07c0410a6c065,2013-05-26 00:00:00,11,Sunday,United States,,,0,2013-05-26 11:00:00,,,45149,1,0,0,0,0,1,0,0,0
2363,2363,5181bf3be4b07b8c66eceb71,2013-05-01 00:00:00,21,Wednesday,United States,,,0,2013-05-01 21:00:00,,,45149,1,0,0,0,0,0,1,0,0
65307,65307,51a50818e4b00f442895e483,2013-05-28 00:00:00,15,Tuesday,United States,2013-06-07 00:00:00,16.0,1,2013-05-28 15:00:00,2013-06-07 16:00:00,10 days 01:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
21077,21077,518c38bae4b0394d3164864c,2013-05-09 00:00:00,20,Thursday,United States,,,0,2013-05-09 20:00:00,,,45149,1,0,0,0,0,0,0,1,0
41075,41075,51983af4e4b0a0fe04ea5455,2013-05-18 00:00:00,22,Saturday,United States,,,0,2013-05-18 22:00:00,,,45149,1,0,0,0,0,0,1,0,0
46807,46807,519b4792e4b061522a94d9f5,2013-05-21 00:00:00,6,Tuesday,Canada,,,0,2013-05-21 06:00:00,,,4868,0,0,1,0,0,1,0,0,0
1903,1903,51818ba8e4b07b8c66ec0c00,2013-05-01 00:00:00,17,Wednesday,Canada,,,0,2013-05-01 17:00:00,,,4868,0,0,1,0,0,0,1,0,0
11788,11788,5187cb13e4b07f4d551e7326,2013-05-06 00:00:00,11,Monday,United States,,,0,2013-05-06 11:00:00,,,45149,1,0,0,0,1,0,0,0,0
74124,74124,51a90642e4b0953aee4bc8a7,2013-05-31 00:00:00,16,Friday,United States,,,0,2013-05-31 16:00:00,,,45149,1,0,0,0,0,0,0,0,1
20156,20156,518bd5ffe4b07f90adea11b1,2013-05-09 00:00:00,12,Thursday,United Kingdom,,,0,2013-05-09 12:00:00,,,5408,0,1,0,0,0,0,0,1,0
43929,43929,519a3a51e4b0f50f41c51b9a,2013-05-20 00:00:00,10,Monday,United States,2013-05-22 00:00:00,13.0,1,2013-05-20 10:00:00,2013-05-22 13:00:00,2 days 03:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
30155,30155,51921e45e4b036644a1d7631,2013-05-14 00:00:00,7,Tuesday,Egypt,,,0,2013-05-14 07:00:00,,,69,0,0,0,0,0,1,0,0,0
35052,35052,5194823fe4b08c9963058923,2013-05-16 00:00:00,2,Thursday,Sri Lanka,,,0,2013-05-16 02:00:00,,,36,0,0,0,0,0,0,0,1,0
60405,60405,51a24d44e4b0d5c254da8300,2013-05-26 00:00:00,13,Sunday,Canada,,,0,2013-05-26 13:00:00,,,4868,0,0,1,0,0,1,0,0,0
39171,39171,5196d857e4b0079d49c57649,2013-05-17 00:00:00,21,Friday,United States,,,0,2013-05-17 21:00:00,,,45149,1,0,0,0,0,0,0,0,1
64338,64338,51a4a9eee4b012a705de65ed,2013-05-28 00:00:00,8,Tuesday,United States,2013-06-21 00:00:00,9.0,1,2013-05-28 08:00:00,2013-06-21 09:00:00,24 days 01:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
59150,59150,51a138a7e4b0dae5390fe5ab,2013-05-25 00:00:00,18,Saturday,United States,,,0,2013-05-25 18:00:00,,,45149,1,0,0,0,0,0,1,0,0
71114,71114,51a79597e4b0b690917fd5b3,2013-05-30 00:00:00,14,Thursday,United States,2013-05-30 00:00:00,14.0,1,2013-05-30 14:00:00,2013-05-30 14:00:00,0 days 00:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
55281,55281,519ea091e4b05327e3601719,2013-05-23 00:00:00,19,Thursday,United States,,,0,2013-05-23 19:00:00,,,45149,1,0,0,0,0,0,0,1,0
48463,48463,519a51d7e4b00822eb88829b,2013-05-20 00:00:00,12,Monday,null,,,0,2013-05-20 12:00:00,,,996,0,0,0,0,1,0,0,0,0
25517,25517,518f5bcce4b02c1428e1c9ec,2013-05-12 00:00:00,5,Sunday,Australia,,,0,2013-05-12 05:00:00,,,3414,0,0,0,1,0,1,0,0,0
26716,26716,519039d4e4b07b7f3ea483f6,2013-05-12 00:00:00,20,Sunday,United States,2013-06-01 00:00:00,15.0,1,2013-05-12 20:00:00,2013-06-01 15:00:00,19 days 19:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
7565,7565,5184bb2ee4b0c64b30fd6c4a,2013-05-04 00:00:00,3,Saturday,Australia,2013-05-25 00:00:00,22.0,1,2013-05-04 03:00:00,2013-05-25 22:00:00,21 days 19:00:00.000000000,3414,0,0,0,1,0,0,1,0,0
70747,70747,51a7782fe4b0b9bb8be44587,2013-05-30 00:00:00,12,Thursday,United States,,,0,2013-05-30 12:00:00,,,45149,1,0,0,0,0,0,0,1,0
70997,70997,51a78ceae4b0b690917fc5cf,2013-05-30 00:00:00,13,Thursday,Canada,,,0,2013-05-30 13:00:00,,,4868,0,0,1,0,0,0,0,1,0
74114,74114,51a90488e4b07ac5e8bbc7cb,2013-05-31 00:00:00,16,Friday,United States,,,0,2013-05-31 16:00:00,,,45149,1,0,0,0,0,0,0,0,1
69846,69846,51a6e57ee4b05eecc441db52,2013-05-30 00:00:00,1,Thursday,United States,,,0,2013-05-30 01:00:00,,,45149,1,0,0,0,0,0,0,1,0
31794,31794,5192d002e4b0ff340610e8fd,2013-05-14 00:00:00,20,Tuesday,United Kingdom,,,0,2013-05-14 20:00:00,,,5408,0,1,0,0,0,1,0,0,0
25996,25996,518fcd43e4b065f5649469a6,2013-05-12 00:00:00,13,Sunday,United States,,,0,2013-05-12 13:00:00,,,45149,1,0,0,0,0,1,0,0,0
54061,54061,519e232fe4b01d9008905c5e,2013-05-23 00:00:00,10,Thursday,United States,2013-06-06 00:00:00,21.0,1,2013-05-23 10:00:00,2013-06-06 21:00:00,14 days 11:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
17346,17346,518a73b6e4b0a77d03a6c5f2,2013-05-08 00:00:00,11,Wednesday,United States,,,0,2013-05-08 11:00:00,,,45149,1,0,0,0,0,0,1,0,0
18942,18942,518b0f82e4b09520fb848bfd,2013-05-08 00:00:00,22,Wednesday,United States,,,0,2013-05-08 22:00:00,,,45149,1,0,0,0,0,0,1,0,0
7876,7876,51851755e4b0c64b30fded06,2013-05-04 00:00:00,10,Saturday,United States,2013-05-08 00:00:00,22.0,1,2013-05-04 10:00:00,2013-05-08 22:00:00,4 days 12:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
55762,55762,519edcdce4b048f9f833514b,2013-05-23 00:00:00,23,Thursday,United States,,,0,2013-05-23 23:00:00,,,45149,1,0,0,0,0,0,0,1,0
30821,30821,519272aae4b0576d48b6ca32,2013-05-14 00:00:00,13,Tuesday,United States,,,0,2013-05-14 13:00:00,,,45149,1,0,0,0,0,1,0,0,0
47364,47364,519b92ace4b0b8a72dcfeacd,2013-05-21 00:00:00,11,Tuesday,United Kingdom,2013-05-24 00:00:00,18.0,1,2013-05-21 11:00:00,2013-05-24 18:00:00,3 days 07:00:00.000000000,5408,0,1,0,0,0,1,0,0,0
52060,52060,519d1892e4b090350a2b7897,2013-05-22 00:00:00,15,Wednesday,India,,,0,2013-05-22 15:00:00,,,1018,0,0,0,0,0,0,1,0,0
56920,56920,519fababe4b0bb6d74da5b6d,2013-05-24 00:00:00,14,Friday,United States,,,0,2013-05-24 14:00:00,,,45149,1,0,0,0,0,0,0,0,1
28737,28737,51915adde4b0a37f885dc94b,2013-05-13 00:00:00,17,Monday,United States,,,0,2013-05-13 17:00:00,,,45149,1,0,0,0,1,0,0,0,0
17525,17525,518a898ee4b0d70f7846b54d,2013-05-08 00:00:00,13,Wednesday,Canada,2013-05-18 00:00:00,20.0,1,2013-05-08 13:00:00,2013-05-18 20:00:00,10 days 07:00:00.000000000,4868,0,0,1,0,0,0,1,0,0
25278,25278,518f13e6e4b0d1dfab7faa3f,2013-05-12 00:00:00,0,Sunday,United States,,,0,2013-05-12 00:00:00,,,45149,1,0,0,0,0,1,0,0,0
63968,63968,51a45492e4b062a74b597f2b,2013-05-28 00:00:00,2,Tuesday,United States,2013-06-21 00:00:00,23.0,1,2013-05-28 02:00:00,2013-06-21 23:00:00,24 days 21:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
5575,5575,51837fb7e4b065e39b3d530c,2013-05-03 00:00:00,5,Friday,China,,,0,2013-05-03 05:00:00,,,465,0,0,0,0,0,0,0,0,1
43402,43402,5199d388e4b0be74de0c651c,2013-05-20 00:00:00,3,Monday,Australia,,,0,2013-05-20 03:00:00,,,3414,0,0,0,1,1,0,0,0,0
72984,72984,51a87e83e4b080a0192d6835,2013-05-31 00:00:00,6,Friday,United Kingdom,2013-06-12 00:00:00,9.0,1,2013-05-31 06:00:00,2013-06-12 09:00:00,12 days 03:00:00.000000000,5408,0,1,0,0,0,0,0,0,1
6544,6544,51840c98e4b0a85f6b86de2f,2013-05-03 00:00:00,15,Friday,Canada,,,0,2013-05-03 15:00:00,,,4868,0,0,1,0,0,0,0,0,1
5209,5209,5183316de4b0580e0004f3c5,2013-05-02 00:00:00,23,Thursday,United States,,,0,2013-05-02 23:00:00,,,45149,1,0,0,0,0,0,0,1,0
31156,31156,5192904ee4b018c9db42ce83,2013-05-14 00:00:00,15,Tuesday,United States,,,0,2013-05-14 15:00:00,,,45149,1,0,0,0,0,1,0,0,0
27673,27673,5190f32ae4b065f56495c3a4,2013-05-13 00:00:00,10,Monday,United States,,,0,2013-05-13 10:00:00,,,45149,1,0,0,0,1,0,0,0,0
33634,33634,5193da03e4b07f61fcf10daf,2013-05-15 00:00:00,14,Wednesday,United States,,,0,2013-05-15 14:00:00,,,45149,1,0,0,0,0,0,1,0,0
59051,59051,51a12b00e4b0673a4c0388e0,2013-05-25 00:00:00,17,Saturday,United States,2013-06-10 00:00:00,12.0,1,2013-05-25 17:00:00,2013-06-10 12:00:00,15 days 19:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
70041,70041,51a71024e4b0b690917f23bf,2013-05-30 00:00:00,4,Thursday,Singapore,2013-06-15 00:00:00,2.0,1,2013-05-30 04:00:00,2013-06-15 02:00:00,15 days 22:00:00.000000000,306,0,0,0,0,0,0,0,1,0
26971,26971,51905f07e4b065f564953970,2013-05-12 00:00:00,23,Sunday,United States,2013-05-13 00:00:00,16.0,1,2013-05-12 23:00:00,2013-05-13 16:00:00,0 days 17:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
70823,70823,51a77ee8e4b07edcf51502f8,2013-05-30 00:00:00,12,Thursday,United States,,,0,2013-05-30 12:00:00,,,45149,1,0,0,0,0,0,0,1,0
30881,30881,519278e8e4b0a62cfafca1fc,2013-05-14 00:00:00,13,Tuesday,United States,,,0,2013-05-14 13:00:00,,,45149,1,0,0,0,0,1,0,0,0
28243,28243,51912f16e4b0454b98aed25e,2013-05-13 00:00:00,14,Monday,Canada,,,0,2013-05-13 14:00:00,,,4868,0,0,1,0,1,0,0,0,0
51528,51528,519ced5ce4b0f67b24e05870,2013-05-22 00:00:00,12,Wednesday,United Kingdom,,,0,2013-05-22 12:00:00,,,5408,0,1,0,0,0,0,1,0,0
13498,13498,51887358e4b0851a91a0e8ce,2013-05-06 00:00:00,23,Monday,United States,,,0,2013-05-06 23:00:00,,,45149,1,0,0,0,1,0,0,0,0
31559,31559,5192b491e4b0ff340610bbae,2013-05-14 00:00:00,18,Tuesday,Italy,,,0,2013-05-14 18:00:00,,,428,0,0,0,0,0,1,0,0,0
71768,71768,51a7cdcee4b05f6bb242be67,2013-05-30 00:00:00,18,Thursday,Canada,,,0,2013-05-30 18:00:00,,,4868,0,0,1,0,0,0,0,1,0
50687,50687,519c6a8ae4b09e4694beeb87,2013-05-22 00:00:00,2,Wednesday,Australia,2013-06-11 00:00:00,1.0,1,2013-05-22 02:00:00,2013-06-11 01:00:00,19 days 23:00:00.000000000,3414,0,0,0,1,0,0,1,0,0
7669,7669,5184e622e4b09995885c193c,2013-05-04 00:00:00,6,Saturday,United Kingdom,2013-05-13 00:00:00,15.0,1,2013-05-04 06:00:00,2013-05-13 15:00:00,9 days 09:00:00.000000000,5408,0,1,0,0,0,0,1,0,0
37962,37962,51964ac8e4b0af15cc4468b8,2013-05-17 00:00:00,11,Friday,United Kingdom,,,0,2013-05-17 11:00:00,,,5408,0,1,0,0,0,0,0,0,1
31007,31007,51928332e4b09d043dd2c0a0,2013-05-14 00:00:00,14,Tuesday,United States,,,0,2013-05-14 14:00:00,,,45149,1,0,0,0,0,1,0,0,0
50963,50963,519ca683e4b0f67b24dff9f4,2013-05-22 00:00:00,7,Wednesday,United Kingdom,,,0,2013-05-22 07:00:00,,,5408,0,1,0,0,0,0,1,0,0
27154,27154,519086ebe4b0536c559e82b9,2013-05-13 00:00:00,2,Monday,Australia,,,0,2013-05-13 02:00:00,,,3414,0,0,0,1,1,0,0,0,0
4683,4683,5182ecd2e4b0580e00041193,2013-05-02 00:00:00,18,Thursday,United States,2013-05-02 00:00:00,19.0,1,2013-05-02 18:00:00,2013-05-02 19:00:00,0 days 01:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
35555,35555,5194eb4ce4b0c4d402cb91b2,2013-05-16 00:00:00,10,Thursday,Canada,,,0,2013-05-16 10:00:00,,,4868,0,0,1,0,0,0,0,1,0
49331,49331,519bd6e5e4b0722c6536b415,2013-05-21 00:00:00,16,Tuesday,United States,,,0,2013-05-21 16:00:00,,,45149,1,0,0,0,0,1,0,0,0
40101,40101,5197ad38e4b00822eb85b2a3,2013-05-18 00:00:00,12,Saturday,United States,2013-05-18 00:00:00,12.0,1,2013-05-18 12:00:00,2013-05-18 12:00:00,0 days 00:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
63600,63600,51a41676e4b00f442894a45e,2013-05-27 00:00:00,22,Monday,United States,,,0,2013-05-27 22:00:00,,,45149,1,0,0,0,1,0,0,0,0
59468,59468,51a16ceae4b0673a4c03d175,2013-05-25 00:00:00,22,Saturday,Latvia,,,0,2013-05-25 22:00:00,,,50,0,0,0,0,0,0,1,0,0
35502,35502,5194e28fe4b05210fd717636,2013-05-16 00:00:00,9,Thursday,United States,,,0,2013-05-16 09:00:00,,,45149,1,0,0,0,0,0,0,1,0
31245,31245,51929a94e4b0ea796b54200d,2013-05-14 00:00:00,16,Tuesday,United States,2013-05-16 00:00:00,12.0,1,2013-05-14 16:00:00,2013-05-16 12:00:00,1 days 20:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
9675,9675,51867dc0e4b0b930f1cde2e8,2013-05-05 00:00:00,11,Sunday,United Kingdom,,,0,2013-05-05 11:00:00,,,5408,0,1,0,0,0,1,0,0,0
54898,54898,519e7916e4b02061e74c7e4b,2013-05-23 00:00:00,16,Thursday,United States,2013-07-08 00:00:00,14.0,1,2013-05-23 16:00:00,2013-07-08 14:00:00,45 days 22:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
987,987,51813b7ae4b02056fe985606,2013-05-01 00:00:00,11,Wednesday,United States,,,0,2013-05-01 11:00:00,,,45149,1,0,0,0,0,0,1,0,0
28294,28294,51913390e4b054ba752d6ac8,2013-05-13 00:00:00,14,Monday,United States,,,0,2013-05-13 14:00:00,,,45149,1,0,0,0,1,0,0,0,0
44773,44773,519a646ae4b0451880df9f4c,2013-05-20 00:00:00,13,Monday,United States,2013-05-21 00:00:00,20.0,1,2013-05-20 13:00:00,2013-05-21 20:00:00,1 days 07:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
46257,46257,519ae382e4b0b8a72dcf26f6,2013-05-20 00:00:00,23,Monday,Hong Kong,,,0,2013-05-20 23:00:00,,,179,0,0,0,0,1,0,0,0,0
56749,56749,519f9736e4b03b98133c4246,2013-05-24 00:00:00,12,Friday,United States,2013-05-24 00:00:00,12.0,1,2013-05-24 12:00:00,2013-05-24 12:00:00,0 days 00:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
8094,8094,51853ad5e4b0046126d5ebff,2013-05-04 00:00:00,12,Saturday,United States,,,0,2013-05-04 12:00:00,,,45149,1,0,0,0,0,0,1,0,0
65321,65321,51a50903e4b040da1a87188a,2013-05-28 00:00:00,15,Tuesday,United States,,,0,2013-05-28 15:00:00,,,45149,1,0,0,0,0,1,0,0,0
59113,59113,51a13385e4b022d36441da9c,2013-05-25 00:00:00,17,Saturday,United States,,,0,2013-05-25 17:00:00,,,45149,1,0,0,0,0,0,1,0,0
486,486,5180fba2e4b0f7b782d749e4,2013-05-01 00:00:00,7,Wednesday,India,,,0,2013-05-01 07:00:00,,,1018,0,0,0,0,0,0,1,0,0
45837,45837,519ab783e4b01af80ed94329,2013-05-20 00:00:00,19,Monday,United States,,,0,2013-05-20 19:00:00,,,45149,1,0,0,0,1,0,0,0,0
132,132,5180a7ade4b01333da021293,2013-05-01 00:00:00,1,Wednesday,Canada,,,0,2013-05-01 01:00:00,,,4868,0,0,1,0,0,0,1,0,0
17764,17764,518a9e0ee4b0c1d65b4bb5bd,2013-05-08 00:00:00,14,Wednesday,United States,,,0,2013-05-08 14:00:00,,,45149,1,0,0,0,0,0,1,0,0
73553,73553,51a8cd80e4b013f5da4837ce,2013-05-31 00:00:00,12,Friday,United States,2013-06-24 00:00:00,14.0,1,2013-05-31 12:00:00,2013-06-24 14:00:00,24 days 02:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
17622,17622,518a92cde4b0f73b55014e1e,2013-05-08 00:00:00,14,Wednesday,United States,,,0,2013-05-08 14:00:00,,,45149,1,0,0,0,0,0,1,0,0
3362,3362,5182659de4b02087b910128f,2013-05-02 00:00:00,9,Thursday,Ukraine,,,0,2013-05-02 09:00:00,,,156,0,0,0,0,0,0,0,1,0
74333,74333,51a91fbde4b08c2bc46dca2c,2013-05-31 00:00:00,18,Friday,United States,,,0,2013-05-31 18:00:00,,,45149,1,0,0,0,0,0,0,0,1
46715,46715,519b3035e4b03e2e4a4864fb,2013-05-21 00:00:00,4,Tuesday,United Kingdom,,,0,2013-05-21 04:00:00,,,5408,0,1,0,0,0,1,0,0,0
62158,62158,51a37b51e4b068f76a133b7a,2013-05-27 00:00:00,11,Monday,United States,,,0,2013-05-27 11:00:00,,,45149,1,0,0,0,1,0,0,0,0
6560,6560,51840e23e4b0b930f1c86523,2013-05-03 00:00:00,15,Friday,United States,,,0,2013-05-03 15:00:00,,,45149,1,0,0,0,0,0,0,0,1
45064,45064,519a73c8e4b0371aad515ff5,2013-05-20 00:00:00,15,Monday,United States,,,0,2013-05-20 15:00:00,,,45149,1,0,0,0,1,0,0,0,0
68902,68902,51a680cce4b0ed005dc41e3a,2013-05-29 00:00:00,18,Wednesday,United States,,,0,2013-05-29 18:00:00,,,45149,1,0,0,0,0,0,1,0,0
58933,58933,51a1195be4b0f957dd55e8e8,2013-05-25 00:00:00,16,Saturday,United States,,,0,2013-05-25 16:00:00,,,45149,1,0,0,0,0,0,1,0,0
4985,4985,518313bde4b0a85f6b8454fa,2013-05-02 00:00:00,21,Thursday,United States,,,0,2013-05-02 21:00:00,,,45149,1,0,0,0,0,0,0,1,0
15396,15396,51896cc4e4b0f73b54fe5cd9,2013-05-07 00:00:00,17,Tuesday,United States,,,0,2013-05-07 17:00:00,,,45149,1,0,0,0,0,1,0,0,0
26434,26434,5190130be4b0c6f6d72eae8a,2013-05-12 00:00:00,18,Sunday,Brazil,,,0,2013-05-12 18:00:00,,,535,0,0,0,0,0,1,0,0,0
26424,26424,51901235e4b0b4e8456e94eb,2013-05-12 00:00:00,18,Sunday,United States,,,0,2013-05-12 18:00:00,,,45149,1,0,0,0,0,1,0,0,0
60196,60196,51a22a20e4b040da1a83bf6a,2013-05-26 00:00:00,11,Sunday,United States,2013-06-10 00:00:00,10.0,1,2013-05-26 11:00:00,2013-06-10 10:00:00,14 days 23:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
12337,12337,51880017e4b07f4d551f822d,2013-05-06 00:00:00,15,Monday,Kuwait,,,0,2013-05-06 15:00:00,,,16,0,0,0,0,1,0,0,0,0
4529,4529,5182de59e4b065e39b3b9041,2013-05-02 00:00:00,17,Thursday,United States,,,0,2013-05-02 17:00:00,,,45149,1,0,0,0,0,0,0,1,0
24571,24571,518e97a7e4b0dde685f64e19,2013-05-11 00:00:00,15,Saturday,Poland,,,0,2013-05-11 15:00:00,,,199,0,0,0,0,0,0,1,0,0
25438,25438,518f4185e4b07b22f530cd15,2013-05-12 00:00:00,3,Sunday,United States,2013-05-25 00:00:00,4.0,1,2013-05-12 03:00:00,2013-05-25 04:00:00,13 days 01:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
9965,9965,5186a890e4b0c64b3101d11c,2013-05-05 00:00:00,14,Sunday,India,,,0,2013-05-05 14:00:00,,,1018,0,0,0,0,0,1,0,0,0
30043,30043,5191fe86e4b0a96be871b480,2013-05-14 00:00:00,5,Tuesday,Australia,,,0,2013-05-14 05:00:00,,,3414,0,0,0,1,0,1,0,0,0
65168,65168,51a4fc68e4b00f442895ce1f,2013-05-28 00:00:00,14,Tuesday,Ireland,,,0,2013-05-28 14:00:00,,,617,0,0,0,0,0,1,0,0,0
62550,62550,51a3a98be4b04d5e74d38444,2013-05-27 00:00:00,14,Monday,United States,2013-05-27 00:00:00,20.0,1,2013-05-27 14:00:00,2013-05-27 20:00:00,0 days 06:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
35945,35945,519519e8e4b0c77eaa1844d6,2013-05-16 00:00:00,13,Thursday,Netherlands,,,0,2013-05-16 13:00:00,,,567,0,0,0,0,0,0,0,1,0
56413,56413,519f6b68e4b0899ec296ca06,2013-05-24 00:00:00,9,Friday,United States,,,0,2013-05-24 09:00:00,,,45149,1,0,0,0,0,0,0,0,1
17945,17945,518aac46e4b084489d65018b,2013-05-08 00:00:00,15,Wednesday,Canada,,,0,2013-05-08 15:00:00,,,4868,0,0,1,0,0,0,1,0,0
24017,24017,518e3962e4b0cf61a011095e,2013-05-11 00:00:00,8,Saturday,United Kingdom,,,0,2013-05-11 08:00:00,,,5408,0,1,0,0,0,0,1,0,0
12750,12750,518825f5e4b0cac36db81e4d,2013-05-06 00:00:00,17,Monday,United States,2013-05-31 00:00:00,11.0,1,2013-05-06 17:00:00,2013-05-31 11:00:00,24 days 18:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
62279,62279,51a38b2be4b012a705dd04d8,2013-05-27 00:00:00,12,Monday,United States,2013-05-28 00:00:00,10.0,1,2013-05-27 12:00:00,2013-05-28 10:00:00,0 days 22:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
59183,59183,51a13d80e4b0e10c0cda725c,2013-05-25 00:00:00,18,Saturday,United States,,,0,2013-05-25 18:00:00,,,45149,1,0,0,0,0,0,1,0,0
51601,51601,519cf2bfe4b0f6e1ac14eba1,2013-05-22 00:00:00,12,Wednesday,United States,,,0,2013-05-22 12:00:00,,,45149,1,0,0,0,0,0,1,0,0
8570,8570,51857dffe4b0c64b30fef6c6,2013-05-04 00:00:00,17,Saturday,United States,2013-05-31 00:00:00,22.0,1,2013-05-04 17:00:00,2013-05-31 22:00:00,27 days 05:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
70344,70344,51a74df1e4b0b690917f54be,2013-05-30 00:00:00,9,Thursday,United States,,,0,2013-05-30 09:00:00,,,45149,1,0,0,0,0,0,0,1,0
32854,32854,51938a23e4b0efb5c8be11e4,2013-05-15 00:00:00,9,Wednesday,United States,2013-05-31 00:00:00,13.0,1,2013-05-15 09:00:00,2013-05-31 13:00:00,16 days 04:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
62598,62598,51a3aeafe4b0e2549bc0116a,2013-05-27 00:00:00,15,Monday,United States,2013-08-23 00:00:00,8.0,1,2013-05-27 15:00:00,2013-08-23 08:00:00,87 days 17:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
21562,21562,518c715ee4b07b325ef67df6,2013-05-10 00:00:00,0,Friday,United States,,,0,2013-05-10 00:00:00,,,45149,1,0,0,0,0,0,0,0,1
65559,65559,51a51bbce4b04d5e74d5739d,2013-05-28 00:00:00,17,Tuesday,null,2013-06-19 00:00:00,22.0,1,2013-05-28 17:00:00,2013-06-19 22:00:00,22 days 05:00:00.000000000,996,0,0,0,0,0,1,0,0,0
3978,3978,5182ac50e4b065e39b3ab4d5,2013-05-02 00:00:00,14,Thursday,United States,,,0,2013-05-02 14:00:00,,,45149,1,0,0,0,0,0,0,1,0
45789,45789,519ab2dfe4b01af80ed93a65,2013-05-20 00:00:00,19,Monday,United States,,,0,2013-05-20 19:00:00,,,45149,1,0,0,0,1,0,0,0,0
36890,36890,519581a4e4b0cc86d60c02c9,2013-05-16 00:00:00,21,Thursday,United States,,,0,2013-05-16 21:00:00,,,45149,1,0,0,0,0,0,0,1,0
5815,5815,5183b732e4b065e39b3dc4f3,2013-05-03 00:00:00,9,Friday,United States,,,0,2013-05-03 09:00:00,,,45149,1,0,0,0,0,0,0,0,1
16219,16219,5189bf03e4b051434cb55ed3,2013-05-07 00:00:00,22,Tuesday,United States,,,0,2013-05-07 22:00:00,,,45149,1,0,0,0,0,1,0,0,0
48799,48799,519bae4be4b0c114108090ac,2013-05-21 00:00:00,13,Tuesday,Netherlands,2013-05-23 00:00:00,13.0,1,2013-05-21 13:00:00,2013-05-23 13:00:00,2 days 00:00:00.000000000,567,0,0,0,0,0,1,0,0,0
2403,2403,5181c3fbe4b0afdc0f465707,2013-05-01 00:00:00,21,Wednesday,United States,,,0,2013-05-01 21:00:00,,,45149,1,0,0,0,0,0,1,0,0
14840,14840,51893c06e4b03a4516286549,2013-05-07 00:00:00,13,Tuesday,United States,,,0,2013-05-07 13:00:00,,,45149,1,0,0,0,0,1,0,0,0
62523,62523,51a3a5e7e4b0d80d8a7413a7,2013-05-27 00:00:00,14,Monday,United States,,,0,2013-05-27 14:00:00,,,45149,1,0,0,0,1,0,0,0,0
24008,24008,518e3755e4b0534aaae6ab79,2013-05-11 00:00:00,8,Saturday,India,,,0,2013-05-11 08:00:00,,,1018,0,0,0,0,0,0,1,0,0
69098,69098,51a690d6e4b00dfcd0006dcd,2013-05-29 00:00:00,19,Wednesday,United States,2013-06-12 00:00:00,10.0,1,2013-05-29 19:00:00,2013-06-12 10:00:00,13 days 15:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
2341,2341,5181bcc8e4b013121af2667c,2013-05-01 00:00:00,21,Wednesday,United States,,,0,2013-05-01 21:00:00,,,45149,1,0,0,0,0,0,1,0,0
70711,70711,51a77532e4b0434836e3b50d,2013-05-30 00:00:00,11,Thursday,United States,,,0,2013-05-30 11:00:00,,,45149,1,0,0,0,0,0,0,1,0
7826,7826,51850f5fe4b065e39b414f64,2013-05-04 00:00:00,9,Saturday,United States,,,0,2013-05-04 09:00:00,,,45149,1,0,0,0,0,0,1,0,0
6761,6761,51842441e4b099d36ddbda4d,2013-05-03 00:00:00,16,Friday,United States,,,0,2013-05-03 16:00:00,,,45149,1,0,0,0,0,0,0,0,1
7421,7421,51848aa5e4b099d36ddceddc,2013-05-04 00:00:00,0,Saturday,Canada,,,0,2013-05-04 00:00:00,,,4868,0,0,1,0,0,0,1,0,0
15990,15990,5189aad4e4b0df7ef5ff4092,2013-05-07 00:00:00,21,Tuesday,United States,,,0,2013-05-07 21:00:00,,,45149,1,0,0,0,0,1,0,0,0
